PCB: 008
ASM: 000
LOT: 00000
FW:  1477971088
CH1:  AMPS   10A
CH2:  VOLT   60V
SMPL: 0032 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 VOLT DC  
1545567752.761,-2.827167E-03, 4.125103E000
1545567762.760,-2.846399E-03, 4.125157E000
1545567772.760,-2.812743E-03, 4.125212E000
1545567782.761,-2.822359E-03, 4.125212E000
1545567792.761,-2.817551E-03, 4.125139E000
1545567802.761,-2.803126E-03, 4.125176E000
1545567812.761,-2.827167E-03, 4.125157E000
1545567822.761,-2.831975E-03, 4.125176E000
1545567832.761,-2.841591E-03, 4.125139E000
1545567842.760,-2.827167E-03, 4.125194E000
1545567852.761,-2.836783E-03, 4.125176E000
1545567862.761,-2.822359E-03, 4.125157E000
1545567872.761,-2.807934E-03, 4.125103E000
1545567882.760,-2.817551E-03, 4.125139E000
1545567892.761,-2.812743E-03, 4.125121E000
1545567902.761,-2.846399E-03, 4.125084E000
1545567912.761,-2.831975E-03, 4.125066E000
1545567922.766,-2.812743E-03, 4.125084E000
1545567932.766,-2.812743E-03, 4.125103E000
1545567942.761,-2.812743E-03, 4.125121E000
1545567952.761,-2.836783E-03, 4.125139E000
1545567962.761,-2.817551E-03, 4.125121E000
1545567972.766,-2.836783E-03, 4.125084E000
1545567982.761,-2.841591E-03, 4.125139E000
1545567992.761,-2.822359E-03, 4.125139E000
1545568002.761,-2.807934E-03, 4.125121E000
1545568012.761,-2.827167E-03, 4.125139E000
1545568022.766,-2.831975E-03, 4.125103E000
1545568032.761,-2.807934E-03, 4.125084E000
1545568042.761,-2.817551E-03, 4.125103E000
1545568052.761,-2.822359E-03, 4.125103E000
1545568062.761,-2.846399E-03, 4.125139E000
1545568072.761,-2.831975E-03, 4.125066E000
1545568082.760,-2.836783E-03, 4.125084E000
1545568092.761,-2.827167E-03, 4.125103E000
1545568102.761,-2.822359E-03, 4.125084E000
1545568112.761,-2.831975E-03, 4.125066E000
1545568122.761,-2.841591E-03, 4.125084E000
1545568132.766,-2.836783E-03, 4.125066E000
1545568142.761,-2.812743E-03, 4.125066E000
1545568152.761,-2.812743E-03, 4.125084E000
1545568162.761,-2.831975E-03, 4.125066E000
1545568172.761,-2.817551E-03, 4.125048E000
1545568182.761,-2.822359E-03, 4.125103E000
1545568192.761,-2.817551E-03, 4.125066E000
1545568202.761,-2.827167E-03, 4.125066E000
1545568212.760,-2.812743E-03, 4.125048E000
1545568222.761,-2.827167E-03, 4.125066E000
1545568232.761,-2.827167E-03, 4.125011E000
1545568242.761,-2.841591E-03, 4.125084E000
1545568252.761,-2.822359E-03, 4.125048E000
1545568262.761,-2.822359E-03, 4.125048E000
1545568272.760,-2.827167E-03, 4.125066E000
1545568282.760,-2.817551E-03, 4.125011E000
1545568292.766,-2.827167E-03, 4.125048E000
1545568302.766,-2.822359E-03, 4.125011E000
1545568312.761,-2.807934E-03, 4.125048E000
1545568322.765,-2.817551E-03, 4.125011E000
1545568332.760,-2.822359E-03, 4.125029E000
1545568342.761,-2.822359E-03, 4.125011E000
1545568352.761,-2.831975E-03, 4.125011E000
1545568362.761,-2.817551E-03, 4.125048E000
1545568372.760,-2.812743E-03, 4.124992E000
1545568382.761,-2.827167E-03, 4.125011E000
1545568392.766,-2.822359E-03, 4.125011E000
1545568402.760,-2.798318E-03, 4.125011E000
1545568412.761,-2.846399E-03, 4.124974E000
1545568422.761,-2.831975E-03, 4.124992E000
1545568432.761,-2.807934E-03, 4.124974E000
1545568442.761,-2.812743E-03, 4.124974E000
1545568452.760,-2.812743E-03, 4.124992E000
1545568462.761,-2.841591E-03, 4.125048E000
1545568472.761,-2.822359E-03, 4.125011E000
1545568482.761,-2.817551E-03, 4.125011E000
1545568492.761,-2.836783E-03, 4.124992E000
1545568502.760,-2.827167E-03, 4.124938E000
1545568512.761,-2.822359E-03, 4.124956E000
1545568522.761,-2.846399E-03, 4.124992E000
1545568532.761,-2.827167E-03, 4.124956E000
1545568542.761,-2.798318E-03, 4.124974E000
1545568552.761,-2.817551E-03, 4.124974E000
1545568562.761,-2.841591E-03, 4.124974E000
1545568572.761,-2.812743E-03, 4.124920E000
1545568582.761,-2.827167E-03, 4.124956E000
1545568592.761,-2.807934E-03, 4.124938E000
1545568602.761,-2.827167E-03, 4.125011E000
1545568612.761,-2.817551E-03, 4.125029E000
1545568622.761,-2.827167E-03, 4.124956E000
1545568632.760,-2.817551E-03, 4.124938E000
1545568642.761,-2.831975E-03, 4.124938E000
1545568652.765,-2.831975E-03, 4.124938E000
1545568662.762,-2.827167E-03, 4.124974E000
1545568672.761,-2.827167E-03, 4.124901E000
1545568682.761,-2.807934E-03, 4.124920E000
1545568692.761,-2.831975E-03, 4.124956E000
1545568702.761,-2.831975E-03, 4.124938E000
1545568712.761,-2.822359E-03, 4.124974E000
1545568722.761,-2.817551E-03, 4.124974E000
1545568732.760,-2.817551E-03, 4.124920E000
1545568742.761,-2.836783E-03, 4.124956E000
1545568752.766,-2.822359E-03, 4.124901E000
1545568762.761,-2.827167E-03, 4.124920E000
1545568772.761,-2.841591E-03, 4.124956E000
1545568782.761,-2.831975E-03, 4.124901E000
1545568792.760,-2.807934E-03, 4.124938E000
1545568802.765,-2.827167E-03, 4.124883E000
1545568812.761,-2.812743E-03, 4.124938E000
1545568822.760,-2.836783E-03, 4.124938E000
1545568832.761,-2.822359E-03, 4.124920E000
1545568842.761,-2.817551E-03, 4.124901E000
1545568852.761,-2.836783E-03, 4.124920E000
1545568862.761,-2.836783E-03, 4.124956E000
1545568872.761,-2.836783E-03, 4.124901E000
1545568882.761,-2.817551E-03, 4.124901E000
1545568892.761,-2.817551E-03, 4.124901E000
1545568902.761,-2.803126E-03, 4.124883E000
1545568912.765,-2.798318E-03, 4.124901E000
1545568922.761,-2.817551E-03, 4.124846E000
1545568932.760,-2.831975E-03, 4.124883E000
1545568942.760,-2.822359E-03, 4.124920E000
1545568952.761,-2.822359E-03, 4.124883E000
1545568962.766,-2.846399E-03, 4.124901E000
1545568972.760,-2.831975E-03, 4.124883E000
1545568982.761,-2.827167E-03, 4.124901E000
1545568992.761,-2.817551E-03, 4.124883E000
1545569002.766,-2.817551E-03, 4.124864E000
1545569012.766,-2.841591E-03, 4.124883E000
1545569022.761,-2.831975E-03, 4.124883E000
1545569032.760,-2.827167E-03, 4.124864E000
1545569042.761,-2.841591E-03, 4.124901E000
1545569052.761,-2.831975E-03, 4.124938E000
1545569062.761,-2.827167E-03, 4.124883E000
1545569072.761,-2.822359E-03, 4.124864E000
1545569082.761,-2.827167E-03, 4.124809E000
1545569092.761,-2.822359E-03, 4.124828E000
1545569102.765,-2.831975E-03, 4.124809E000
1545569112.760,-2.822359E-03, 4.124828E000
1545569122.761,-2.822359E-03, 4.124901E000
1545569132.761,-2.812743E-03, 4.124828E000
1545569142.761,-2.803126E-03, 4.124864E000
1545569152.761,-2.822359E-03, 4.124828E000
1545569162.761,-2.817551E-03, 4.124846E000
1545569172.761,-2.807934E-03, 4.124809E000
1545569182.760,-2.817551E-03, 4.124828E000
1545569192.761,-2.822359E-03, 4.124773E000
1545569202.761,-2.822359E-03, 4.124846E000
1545569212.761,-2.812743E-03, 4.124828E000
1545569222.761,-2.812743E-03, 4.124791E000
1545569232.761,-2.822359E-03, 4.124791E000
1545569242.761,-2.836783E-03, 4.124791E000
1545569252.765,-2.817551E-03, 4.124773E000
1545569262.760,-2.836783E-03, 4.124809E000
1545569272.760,-2.827167E-03, 4.124791E000
1545569282.760,-2.836783E-03, 4.124773E000
1545569292.761,-2.836783E-03, 4.124846E000
1545569302.761,-2.812743E-03, 4.124809E000
1545569312.761,-2.836783E-03, 4.124809E000
1545569322.760,-2.817551E-03, 4.124809E000
1545569332.761,-2.827167E-03, 4.124864E000
1545569342.761,-2.836783E-03, 4.124828E000
1545569352.765,-2.822359E-03, 4.124755E000
1545569362.761,-2.822359E-03, 4.124773E000
1545569372.761,-2.827167E-03, 4.124809E000
1545569382.760,-2.807934E-03, 4.124755E000
1545569392.761,-2.817551E-03, 4.124773E000
1545569402.761,-2.836783E-03, 4.124773E000
1545569412.761,-2.827167E-03, 4.124791E000
1545569422.766,-2.812743E-03, 4.124809E000
1545569432.765,-2.831975E-03, 4.124791E000
1545569442.766,-2.822359E-03, 4.124736E000
1545569452.761,-2.817551E-03, 4.124773E000
1545569462.761,-2.831975E-03, 4.124773E000
1545569472.761,-2.827167E-03, 4.124773E000
1545569482.761,-2.798318E-03, 4.124755E000
1545569492.760,-2.822359E-03, 4.124773E000
1545569502.761,-2.841591E-03, 4.124700E000
1545569512.761,-2.798318E-03, 4.124773E000
1545569522.760,-2.807934E-03, 4.124755E000
1545569532.761,-2.817551E-03, 4.124791E000
1545569542.761,-2.803126E-03, 4.124736E000
1545569552.761,-2.822359E-03, 4.124700E000
1545569562.761,-2.807934E-03, 4.124718E000
1545569572.761,-2.827167E-03, 4.124755E000
1545569582.760,-2.812743E-03, 4.124773E000
1545569592.761,-2.807934E-03, 4.124736E000
1545569602.761,-2.817551E-03, 4.124791E000
1545569612.761,-2.817551E-03, 4.124791E000
1545569622.761,-2.836783E-03, 4.124773E000
1545569632.760,-2.831975E-03, 4.124755E000
1545569642.761,-2.836783E-03, 4.124736E000
1545569652.761,-2.831975E-03, 4.124681E000
1545569662.761,-2.822359E-03, 4.124718E000
1545569672.761,-2.812743E-03, 4.124736E000
1545569682.760,-2.831975E-03, 4.124755E000
1545569692.760,-2.836783E-03, 4.124755E000
1545569702.761,-2.831975E-03, 4.124681E000
1545569712.760,-2.807934E-03, 4.124755E000
1545569722.760,-2.812743E-03, 4.124718E000
1545569732.761,-2.822359E-03, 4.124736E000
1545569742.760,-2.807934E-03, 4.124718E000
1545569752.761,-2.822359E-03, 4.124700E000
1545569762.761,-2.831975E-03, 4.124681E000
1545569772.761,-2.827167E-03, 4.124736E000
1545569782.765,-2.812743E-03, 4.124700E000
1545569792.760,-2.836783E-03, 4.124700E000
1545569802.766,-2.793510E-03, 4.124736E000
1545569812.761,-2.812743E-03, 4.124700E000
1545569822.761,-2.822359E-03, 4.124681E000
1545569832.761,-2.822359E-03, 4.124755E000
1545569842.766,-2.841591E-03, 4.124681E000
1545569852.761,-2.812743E-03, 4.124736E000
1545569862.763,-2.836783E-03, 4.124736E000
1545569872.761,-2.822359E-03, 4.124736E000
1545569882.761,-2.822359E-03, 4.124663E000
1545569892.761,-2.817551E-03, 4.124700E000
1545569902.761,-2.817551E-03, 4.124663E000
1545569912.761,-2.827167E-03, 4.124644E000
1545569922.760,-2.817551E-03, 4.124700E000
1545569932.761,-2.822359E-03, 4.124626E000
1545569942.761,-2.822359E-03, 4.124681E000
1545569952.761,-2.831975E-03, 4.124663E000
1545569962.761,-2.831975E-03, 4.124681E000
1545569972.761,-2.836783E-03, 4.124663E000
1545569982.761,-2.831975E-03, 4.124663E000
1545569992.761,-2.836783E-03, 4.124681E000
1545570002.761,-2.817551E-03, 4.124681E000
1545570012.766,-2.827167E-03, 4.124644E000
1545570022.761,-2.807934E-03, 4.124663E000
1545570032.760,-2.817551E-03, 4.124626E000
1545570042.761,-2.822359E-03, 4.124626E000
1545570052.761,-2.822359E-03, 4.124608E000
1545570062.761,-2.817551E-03, 4.124663E000
1545570072.761,-2.817551E-03, 4.124626E000
1545570082.761,-2.836783E-03, 4.124608E000
1545570092.766,-2.807934E-03, 4.124626E000
1545570102.760,-2.822359E-03, 4.124663E000
1545570112.761,-2.812743E-03, 4.124644E000
1545570122.761,-2.831975E-03, 4.124681E000
1545570132.760,-2.817551E-03, 4.124608E000
1545570142.761,-2.841591E-03, 4.124608E000
1545570152.761,-2.798318E-03, 4.124608E000
1545570162.761,-2.856016E-03, 4.124608E000
1545570172.761,-2.803126E-03, 4.124626E000
1545570182.761,-2.812743E-03, 4.124608E000
1545570192.765,-2.822359E-03, 4.124590E000
1545570202.761,-2.831975E-03, 4.124608E000
1545570212.760,-2.822359E-03, 4.124590E000
1545570222.761,-2.812743E-03, 4.124626E000
1545570232.760,-2.841591E-03, 4.124571E000
1545570242.765,-2.822359E-03, 4.124571E000
1545570252.761,-2.831975E-03, 4.124626E000
1545570262.761,-2.831975E-03, 4.124626E000
1545570272.760,-2.827167E-03, 4.124626E000
1545570282.760,-2.822359E-03, 4.124626E000
1545570292.761,-2.831975E-03, 4.124608E000
1545570302.761,-2.827167E-03, 4.124571E000
1545570312.761,-2.836783E-03, 4.124571E000
1545570322.761,-2.812743E-03, 4.124608E000
1545570332.760,-2.831975E-03, 4.124608E000
1545570342.760,-2.822359E-03, 4.124590E000
1545570352.761,-2.812743E-03, 4.124553E000
1545570362.761,-2.827167E-03, 4.124571E000
1545570372.761,-2.822359E-03, 4.124571E000
1545570382.761,-2.827167E-03, 4.124590E000
1545570392.761,-2.812743E-03, 4.124571E000
1545570402.761,-2.827167E-03, 4.124516E000
1545570412.761,-2.831975E-03, 4.124571E000
1545570422.761,-2.822359E-03, 4.124553E000
1545570432.761,-2.831975E-03, 4.124571E000
1545570442.761,-2.831975E-03, 4.124553E000
1545570452.761,-2.827167E-03, 4.124535E000
1545570462.761,-2.831975E-03, 4.124571E000
1545570472.760,-2.822359E-03, 4.124553E000
1545570482.761,-2.812743E-03, 4.124553E000
1545570492.761,-2.827167E-03, 4.124535E000
1545570502.761,-2.812743E-03, 4.124535E000
1545570512.760,-2.831975E-03, 4.124516E000
1545570522.761,-2.807934E-03, 4.124535E000
1545570532.761,-2.803126E-03, 4.124571E000
1545570542.760,-2.836783E-03, 4.124516E000
1545570552.760,-2.812743E-03, 4.124516E000
1545570562.761,-2.807934E-03, 4.124535E000
1545570572.760,-2.793510E-03, 4.124553E000
1545570582.761,-2.822359E-03, 4.124516E000
1545570592.761,-2.807934E-03, 4.124480E000
1545570602.761,-2.807934E-03, 4.124498E000
1545570612.765,-2.812743E-03, 4.124516E000
1545570622.760,-2.812743E-03, 4.124535E000
1545570632.761,-2.831975E-03, 4.124498E000
1545570642.760,-2.817551E-03, 4.124516E000
1545570652.761,-2.803126E-03, 4.124516E000
1545570662.761,-2.817551E-03, 4.124571E000
1545570672.761,-2.812743E-03, 4.124498E000
1545570682.761,-2.817551E-03, 4.124498E000
1545570692.761,-2.836783E-03, 4.124516E000
1545570702.760,-2.807934E-03, 4.124461E000
1545570712.761,-2.817551E-03, 4.124498E000
1545570722.761,-2.803126E-03, 4.124516E000
1545570732.760,-2.822359E-03, 4.124480E000
1545570742.761,-2.836783E-03, 4.124443E000
1545570752.761,-2.827167E-03, 4.124461E000
1545570762.761,-2.812743E-03, 4.124498E000
1545570772.761,-2.817551E-03, 4.124480E000
1545570782.761,-2.822359E-03, 4.124498E000
1545570792.760,-2.836783E-03, 4.124498E000
1545570802.761,-2.827167E-03, 4.124461E000
1545570812.761,-2.822359E-03, 4.124461E000
1545570822.760,-2.817551E-03, 4.124498E000
1545570832.761,-2.827167E-03, 4.124406E000
1545570842.761,-2.831975E-03, 4.124443E000
1545570852.761,-2.841591E-03, 4.124406E000
1545570862.761,-2.812743E-03, 4.124461E000
1545570872.761,-2.831975E-03, 4.124425E000
1545570882.766,-2.827167E-03, 4.124461E000
1545570892.760,-2.822359E-03, 4.124425E000
1545570902.765,-2.803126E-03, 4.124425E000
1545570912.761,-2.827167E-03, 4.124406E000
1545570922.761,-2.831975E-03, 4.124443E000
1545570932.761,-2.831975E-03, 4.124461E000
1545570942.761,-2.836783E-03, 4.124425E000
1545570952.761,-2.803126E-03, 4.124443E000
1545570962.761,-2.798318E-03, 4.124443E000
1545570972.761,-2.812743E-03, 4.124406E000
1545570982.761,-2.827167E-03, 4.124461E000
1545570992.761,-2.827167E-03, 4.124406E000
1545571002.761,-2.807934E-03, 4.124388E000
1545571012.761,-2.812743E-03, 4.124406E000
1545571022.761,-2.836783E-03, 4.124425E000
1545571032.761,-2.798318E-03, 4.124406E000
1545571042.761,-2.827167E-03, 4.124443E000
1545571052.761,-2.812743E-03, 4.124425E000
1545571062.761,-2.831975E-03, 4.124370E000
1545571072.765,-2.807934E-03, 4.124425E000
1545571082.761,-2.831975E-03, 4.124425E000
1545571092.760,-2.831975E-03, 4.124406E000
1545571102.760,-2.817551E-03, 4.124443E000
1545571112.761,-2.812743E-03, 4.124425E000
1545571122.761,-2.798318E-03, 4.124370E000
1545571132.761,-2.831975E-03, 4.124406E000
1545571142.761,-2.812743E-03, 4.124388E000
1545571152.760,-2.812743E-03, 4.124406E000
1545571162.761,-2.831975E-03, 4.124406E000
1545571172.761,-2.817551E-03, 4.124388E000
1545571182.765,-2.807934E-03, 4.124388E000
1545571192.761,-2.822359E-03, 4.124333E000
1545571202.760,-2.841591E-03, 4.124352E000
1545571212.761,-2.831975E-03, 4.124388E000
1545571222.761,-2.831975E-03, 4.124370E000
1545571232.761,-2.836783E-03, 4.124352E000
1545571242.761,-2.822359E-03, 4.124352E000
1545571252.761,-2.798318E-03, 4.124370E000
1545571262.760,-2.803126E-03, 4.124352E000
1545571272.761,-2.822359E-03, 4.124333E000
1545571282.761,-2.836783E-03, 4.124352E000
1545571292.761,-2.827167E-03, 4.124315E000
1545571302.761,-2.807934E-03, 4.124352E000
1545571312.761,-2.807934E-03, 4.124315E000
1545571322.761,-2.822359E-03, 4.124315E000
1545571332.761,-2.841591E-03, 4.124315E000
1545571342.761,-2.817551E-03, 4.124315E000
1545571352.760,-2.827167E-03, 4.124278E000
1545571362.766,-2.831975E-03, 4.124352E000
1545571372.760,-2.817551E-03, 4.124296E000
1545571382.761,-2.836783E-03, 4.124296E000
1545571392.760,-2.827167E-03, 4.124278E000
1545571402.761,-2.817551E-03, 4.124315E000
1545571412.760,-2.831975E-03, 4.124278E000
1545571422.761,-2.817551E-03, 4.124333E000
1545571432.761,-2.807934E-03, 4.124333E000
1545571442.760,-2.827167E-03, 4.124315E000
1545571452.761,-2.822359E-03, 4.124333E000
1545571462.761,-2.812743E-03, 4.124296E000
1545571472.761,-2.827167E-03, 4.124315E000
1545571482.760,-2.827167E-03, 4.124260E000
1545571492.761,-2.822359E-03, 4.124260E000
1545571502.760,-2.812743E-03, 4.124296E000
1545571512.761,-2.803126E-03, 4.124278E000
1545571522.765,-2.822359E-03, 4.124260E000
1545571532.761,-2.817551E-03, 4.124296E000
1545571542.761,-2.831975E-03, 4.124260E000
1545571552.760,-2.822359E-03, 4.124296E000
1545571562.761,-2.793510E-03, 4.124296E000
1545571572.761,-2.841591E-03, 4.124278E000
1545571582.760,-2.817551E-03, 4.124241E000
1545571592.761,-2.827167E-03, 4.124278E000
1545571602.761,-2.836783E-03, 4.124296E000
1545571612.760,-2.831975E-03, 4.124260E000
1545571622.760,-2.817551E-03, 4.124260E000
1545571632.761,-2.827167E-03, 4.124278E000
1545571642.761,-2.817551E-03, 4.124296E000
1545571652.760,-2.812743E-03, 4.124241E000
1545571662.761,-2.831975E-03, 4.124296E000
1545571672.760,-2.817551E-03, 4.124223E000
1545571682.761,-2.812743E-03, 4.124241E000
1545571692.761,-2.841591E-03, 4.124260E000
1545571702.761,-2.817551E-03, 4.124278E000
1545571712.760,-2.831975E-03, 4.124278E000
1545571722.760,-2.846399E-03, 4.124223E000
1545571732.761,-2.817551E-03, 4.124278E000
1545571742.761,-2.817551E-03, 4.124241E000
1545571752.761,-2.836783E-03, 4.124223E000
1545571762.761,-2.817551E-03, 4.124278E000
1545571772.761,-2.817551E-03, 4.124223E000
1545571782.761,-2.822359E-03, 4.124278E000
1545571792.761,-2.846399E-03, 4.124223E000
1545571802.760,-2.822359E-03, 4.124241E000
1545571812.761,-2.807934E-03, 4.124260E000
1545571822.761,-2.817551E-03, 4.124278E000
1545571832.761,-2.831975E-03, 4.124187E000
1545571842.761,-2.803126E-03, 4.124223E000
1545571852.761,-2.807934E-03, 4.124205E000
1545571862.761,-2.831975E-03, 4.124187E000
1545571872.761,-2.803126E-03, 4.124241E000
1545571882.761,-2.803126E-03, 4.124205E000
1545571892.761,-2.827167E-03, 4.124205E000
1545571902.761,-2.822359E-03, 4.124223E000
1545571912.761,-2.817551E-03, 4.124187E000
1545571922.761,-2.817551E-03, 4.124205E000
1545571932.761,-2.803126E-03, 4.124205E000
1545571942.761,-2.822359E-03, 4.124205E000
1545571952.761,-2.817551E-03, 4.124205E000
1545571962.761,-2.803126E-03, 4.124205E000
1545571972.761,-2.827167E-03, 4.124241E000
1545571982.761,-2.822359E-03, 4.124168E000
1545571992.761,-2.836783E-03, 4.124223E000
1545572002.761,-2.822359E-03, 4.124205E000
1545572012.761,-2.812743E-03, 4.124187E000
1545572022.761,-2.831975E-03, 4.124187E000
1545572032.760,-2.831975E-03, 4.124187E000
1545572042.760,-2.812743E-03, 4.124187E000
1545572052.761,-2.822359E-03, 4.124168E000
1545572062.761,-2.807934E-03, 4.124187E000
1545572072.760,-2.807934E-03, 4.124223E000
1545572082.761,-2.827167E-03, 4.124150E000
1545572092.761,-2.817551E-03, 4.124113E000
1545572102.761,-2.827167E-03, 4.124187E000
1545572112.761,-2.817551E-03, 4.124150E000
1545572122.761,-2.822359E-03, 4.124132E000
1545572132.760,-2.812743E-03, 4.124150E000
1545572142.761,-2.812743E-03, 4.124132E000
1545572152.761,-2.817551E-03, 4.124168E000
1545572162.765,-2.827167E-03, 4.124113E000
1545572172.761,-2.827167E-03, 4.124113E000
1545572182.760,-2.841591E-03, 4.124168E000
1545572192.766,-2.812743E-03, 4.124150E000
1545572202.760,-2.812743E-03, 4.124150E000
1545572212.760,-2.822359E-03, 4.124113E000
1545572222.761,-2.817551E-03, 4.124150E000
1545572232.761,-2.846399E-03, 4.124150E000
1545572242.761,-2.812743E-03, 4.124150E000
1545572252.760,-2.822359E-03, 4.124132E000
1545572262.761,-2.827167E-03, 4.124113E000
1545572272.761,-2.827167E-03, 4.124113E000
1545572282.761,-2.817551E-03, 4.124113E000
1545572292.761,-2.841591E-03, 4.124132E000
1545572302.761,-2.817551E-03, 4.124132E000
1545572312.761,-2.822359E-03, 4.124113E000
1545572322.766,-2.817551E-03, 4.124095E000
1545572332.761,-2.831975E-03, 4.124095E000
1545572342.760,-2.803126E-03, 4.124113E000
1545572352.761,-2.827167E-03, 4.124095E000
1545572362.761,-2.812743E-03, 4.124132E000
1545572372.761,-2.822359E-03, 4.124113E000
1545572382.761,-2.822359E-03, 4.124095E000
1545572392.761,-2.836783E-03, 4.124076E000
1545572402.760,-2.831975E-03, 4.124113E000
1545572412.761,-2.812743E-03, 4.124058E000
1545572422.765,-2.793510E-03, 4.124095E000
1545572432.760,-2.831975E-03, 4.124076E000
1545572442.761,-2.807934E-03, 4.124132E000
1545572452.761,-2.807934E-03, 4.124095E000
1545572462.761,-2.831975E-03, 4.124076E000
1545572472.761,-2.827167E-03, 4.124058E000
1545572482.761,-2.817551E-03, 4.124095E000
1545572492.761,-2.812743E-03, 4.124076E000
1545572502.761,-2.817551E-03, 4.124113E000
1545572512.761,-2.831975E-03, 4.124076E000
1545572522.760,-2.812743E-03, 4.124095E000
1545572532.761,-2.827167E-03, 4.124004E000
1545572542.761,-2.812743E-03, 4.124076E000
1545572552.761,-2.817551E-03, 4.124022E000
1545572562.761,-2.831975E-03, 4.124076E000
1545572572.761,-2.817551E-03, 4.124058E000
1545572582.761,-2.817551E-03, 4.124076E000
1545572592.761,-2.798318E-03, 4.124058E000
1545572602.760,-2.807934E-03, 4.124076E000
1545572612.761,-2.817551E-03, 4.124058E000
1545572622.760,-2.822359E-03, 4.124058E000
1545572632.765,-2.822359E-03, 4.124058E000
1545572642.761,-2.817551E-03, 4.124058E000
1545572652.761,-2.831975E-03, 4.124058E000
1545572662.761,-2.817551E-03, 4.124004E000
1545572672.760,-2.822359E-03, 4.124058E000
1545572682.761,-2.822359E-03, 4.124022E000
1545572692.766,-2.827167E-03, 4.124022E000
1545572702.763,-2.841591E-03, 4.124022E000
1545572712.761,-2.827167E-03, 4.124076E000
1545572722.760,-2.817551E-03, 4.124040E000
1545572732.766,-2.817551E-03, 4.123985E000
1545572742.761,-2.827167E-03, 4.124022E000
1545572752.761,-2.822359E-03, 4.124058E000
1545572762.760,-2.822359E-03, 4.124040E000
1545572772.761,-2.827167E-03, 4.124040E000
1545572782.761,-2.807934E-03, 4.124004E000
1545572792.765,-2.807934E-03, 4.124022E000
1545572802.761,-2.822359E-03, 4.123985E000
1545572812.760,-2.807934E-03, 4.124022E000
1545572822.761,-2.822359E-03, 4.124004E000
1545572832.760,-2.836783E-03, 4.124004E000
1545572842.766,-2.817551E-03, 4.123985E000
1545572852.762,-2.841591E-03, 4.124004E000
1545572862.761,-2.812743E-03, 4.124004E000
1545572872.761,-2.803126E-03, 4.123985E000
1545572882.761,-2.793510E-03, 4.123985E000
1545572892.761,-2.831975E-03, 4.124040E000
1545572902.761,-2.831975E-03, 4.123948E000
1545572912.761,-2.827167E-03, 4.123985E000
1545572922.761,-2.812743E-03, 4.123967E000
1545572932.761,-2.812743E-03, 4.123967E000
1545572942.761,-2.822359E-03, 4.123985E000
1545572952.761,-2.831975E-03, 4.123967E000
1545572962.761,-2.841591E-03, 4.123985E000
1545572972.766,-2.817551E-03, 4.123948E000
1545572982.761,-2.812743E-03, 4.123948E000
1545572992.761,-2.822359E-03, 4.123930E000
1545573002.761,-2.803126E-03, 4.123985E000
1545573012.766,-2.841591E-03, 4.123967E000
1545573022.761,-2.812743E-03, 4.123948E000
1545573032.761,-2.831975E-03, 4.123948E000
1545573042.766,-2.807934E-03, 4.123948E000
1545573052.760,-2.807934E-03, 4.123930E000
1545573062.761,-2.807934E-03, 4.123930E000
1545573072.760,-2.812743E-03, 4.123930E000
1545573082.760,-2.812743E-03, 4.123948E000
1545573092.760,-2.807934E-03, 4.123948E000
1545573102.761,-2.807934E-03, 4.123948E000
1545573112.766,-2.807934E-03, 4.123967E000
1545573122.761,-2.817551E-03, 4.124004E000
1545573132.761,-2.817551E-03, 4.123967E000
1545573142.761,-2.807934E-03, 4.123912E000
1545573152.761,-2.822359E-03, 4.123948E000
1545573162.761,-2.831975E-03, 4.123912E000
1545573172.761,-2.836783E-03, 4.123893E000
1545573182.761,-2.836783E-03, 4.123948E000
1545573192.760,-2.807934E-03, 4.123912E000
1545573202.761,-2.812743E-03, 4.123893E000
1545573212.760,-2.817551E-03, 4.123893E000
1545573222.760,-2.822359E-03, 4.123893E000
1545573232.761,-2.827167E-03, 4.123893E000
1545573242.761,-2.827167E-03, 4.123875E000
1545573252.760,-2.827167E-03, 4.123857E000
1545573262.760,-2.822359E-03, 4.123912E000
1545573272.761,-2.817551E-03, 4.123875E000
1545573282.760,-2.803126E-03, 4.123948E000
1545573292.761,-2.836783E-03, 4.123875E000
1545573302.761,-2.836783E-03, 4.123839E000
1545573312.761,-2.831975E-03, 4.123893E000
1545573322.761,-2.822359E-03, 4.123912E000
1545573332.760,-2.827167E-03, 4.123912E000
1545573342.765,-2.812743E-03, 4.123912E000
1545573352.761,-2.822359E-03, 4.123857E000
1545573362.766,-2.817551E-03, 4.123857E000
1545573372.766,-2.836783E-03, 4.123875E000
1545573382.761,-2.822359E-03, 4.123857E000
1545573392.761,-2.817551E-03, 4.123839E000
1545573402.765,-2.827167E-03, 4.123875E000
1545573412.761,-2.822359E-03, 4.123857E000
1545573422.761,-2.822359E-03, 4.123875E000
1545573432.760,-2.817551E-03, 4.123875E000
1545573442.760,-2.822359E-03, 4.123875E000
1545573452.761,-2.831975E-03, 4.123857E000
1545573462.761,-2.827167E-03, 4.123930E000
1545573472.766,-2.822359E-03, 4.123820E000
1545573482.761,-2.798318E-03, 4.123857E000
1545573492.760,-2.822359E-03, 4.123893E000
1545573502.760,-2.827167E-03, 4.123893E000
1545573512.761,-2.812743E-03, 4.123839E000
1545573522.761,-2.831975E-03, 4.123820E000
