PCB: 008
ASM: 000
LOT: 00000
FW:  1477971088
CH1:  AMPS   10A
CH2:  VOLT   60V
SMPL: 0032 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 VOLT DC  
1545561972.761,-2.822359E-03, 4.126183E000
1545561982.760,-2.836783E-03, 4.126183E000
1545561992.761,-2.827167E-03, 4.126147E000
1545562002.761,-2.836783E-03, 4.126147E000
1545562012.761,-2.831975E-03, 4.126165E000
1545562022.761,-2.817551E-03, 4.126220E000
1545562032.761,-2.831975E-03, 4.126183E000
1545562042.761,-2.841591E-03, 4.126202E000
1545562052.761,-2.836783E-03, 4.126147E000
1545562062.761,-2.817551E-03, 4.126165E000
1545562072.760,-2.836783E-03, 4.126202E000
1545562082.761,-2.836783E-03, 4.126202E000
1545562092.761,-2.831975E-03, 4.126165E000
1545562102.765,-2.841591E-03, 4.126220E000
1545562112.761,-2.831975E-03, 4.126165E000
1545562122.765,-2.827167E-03, 4.126183E000
1545562132.760,-2.836783E-03, 4.126183E000
1545562142.766,-2.807934E-03, 4.126147E000
1545562152.761,-2.841591E-03, 4.126165E000
1545562162.761,-2.831975E-03, 4.126165E000
1545562172.760,-2.836783E-03, 4.126147E000
1545562182.760,-2.836783E-03, 4.126220E000
1545562192.761,-2.836783E-03, 4.126128E000
1545562202.761,-2.822359E-03, 4.126165E000
1545562212.761,-2.822359E-03, 4.126128E000
1545562222.761,-2.846399E-03, 4.126147E000
1545562232.765,-2.812743E-03, 4.126128E000
1545562242.761,-2.807934E-03, 4.126165E000
1545562252.760,-2.817551E-03, 4.126202E000
1545562262.761,-2.831975E-03, 4.126165E000
1545562272.761,-2.812743E-03, 4.126128E000
1545562282.761,-2.822359E-03, 4.126165E000
1545562292.761,-2.817551E-03, 4.126128E000
1545562302.766,-2.822359E-03, 4.126183E000
1545562312.761,-2.817551E-03, 4.126165E000
1545562322.761,-2.831975E-03, 4.126165E000
1545562332.760,-2.831975E-03, 4.126110E000
1545562342.761,-2.822359E-03, 4.126110E000
1545562352.761,-2.831975E-03, 4.126147E000
1545562362.761,-2.831975E-03, 4.126202E000
1545562372.760,-2.831975E-03, 4.126147E000
1545562382.765,-2.831975E-03, 4.126147E000
1545562392.761,-2.836783E-03, 4.126147E000
1545562402.761,-2.827167E-03, 4.126220E000
1545562412.761,-2.831975E-03, 4.126183E000
1545562422.760,-2.822359E-03, 4.126147E000
1545562432.760,-2.860823E-03, 4.126165E000
1545562442.760,-2.827167E-03, 4.126147E000
1545562452.761,-2.831975E-03, 4.126128E000
1545562462.760,-2.817551E-03, 4.126183E000
1545562472.761,-2.836783E-03, 4.126202E000
1545562482.761,-2.822359E-03, 4.126147E000
1545562492.760,-2.841591E-03, 4.126147E000
1545562502.761,-2.836783E-03, 4.126128E000
1545562512.761,-2.831975E-03, 4.126147E000
1545562522.761,-2.822359E-03, 4.126147E000
1545562532.761,-2.836783E-03, 4.126165E000
1545562542.761,-2.846399E-03, 4.126147E000
1545562552.761,-2.807934E-03, 4.126165E000
1545562562.761,-2.831975E-03, 4.126165E000
1545562572.760,-2.827167E-03, 4.126183E000
1545562582.765,-2.836783E-03, 4.126147E000
1545562592.761,-2.812743E-03, 4.126147E000
1545562602.760,-2.822359E-03, 4.126128E000
1545562612.761,-2.831975E-03, 4.126128E000
1545562622.760,-2.836783E-03, 4.126165E000
1545562632.766,-2.822359E-03, 4.126128E000
1545562642.761,-2.851207E-03, 4.126202E000
1545562652.760,-2.822359E-03, 4.126110E000
1545562662.760,-2.831975E-03, 4.126073E000
1545562672.760,-2.831975E-03, 4.126110E000
1545562682.765,-2.836783E-03, 4.126147E000
1545562692.761,-2.846399E-03, 4.126183E000
1545562702.761,-2.851207E-03, 4.126128E000
1545562712.761,-2.851207E-03, 4.126147E000
1545562722.760,-2.817551E-03, 4.126147E000
1545562732.761,-2.836783E-03, 4.126147E000
1545562742.766,-2.831975E-03, 4.126110E000
1545562752.761,-2.836783E-03, 4.126128E000
1545562762.761,-2.817551E-03, 4.126110E000
1545562772.760,-2.831975E-03, 4.126110E000
1545562782.761,-2.831975E-03, 4.126128E000
1545562792.761,-2.827167E-03, 4.126128E000
1545562802.761,-2.831975E-03, 4.126110E000
1545562812.761,-2.831975E-03, 4.126147E000
1545562822.760,-2.812743E-03, 4.126128E000
1545562832.760,-2.836783E-03, 4.126147E000
1545562842.761,-2.831975E-03, 4.126128E000
1545562852.761,-2.817551E-03, 4.126183E000
1545562862.761,-2.836783E-03, 4.126092E000
1545562872.761,-2.831975E-03, 4.126147E000
1545562882.761,-2.831975E-03, 4.126110E000
1545562892.761,-2.827167E-03, 4.126110E000
1545562902.761,-2.836783E-03, 4.126110E000
1545562912.761,-2.841591E-03, 4.126092E000
1545562922.761,-2.831975E-03, 4.126073E000
1545562932.761,-2.817551E-03, 4.126073E000
1545562942.761,-2.841591E-03, 4.126110E000
1545562952.761,-2.807934E-03, 4.126110E000
1545562962.760,-2.856016E-03, 4.126110E000
1545562972.766,-2.831975E-03, 4.126092E000
1545562982.761,-2.836783E-03, 4.126110E000
1545562992.761,-2.831975E-03, 4.126092E000
1545563002.761,-2.827167E-03, 4.126110E000
1545563012.761,-2.846399E-03, 4.126092E000
1545563022.761,-2.827167E-03, 4.126073E000
1545563032.761,-2.841591E-03, 4.126110E000
1545563042.761,-2.836783E-03, 4.126055E000
1545563052.761,-2.831975E-03, 4.126092E000
1545563062.766,-2.841591E-03, 4.126055E000
1545563072.761,-2.831975E-03, 4.126110E000
1545563082.761,-2.836783E-03, 4.126073E000
1545563092.761,-2.831975E-03, 4.126055E000
1545563102.766,-2.851207E-03, 4.126055E000
1545563112.765,-2.831975E-03, 4.126055E000
1545563122.760,-2.807934E-03, 4.126073E000
1545563132.760,-2.817551E-03, 4.126073E000
1545563142.761,-2.827167E-03, 4.126037E000
1545563152.762,-2.827167E-03, 4.126055E000
1545563162.760,-2.827167E-03, 4.126037E000
1545563172.760,-2.827167E-03, 4.126092E000
1545563182.760,-2.836783E-03, 4.126092E000
1545563192.761,-2.836783E-03, 4.126110E000
1545563202.761,-2.831975E-03, 4.126110E000
1545563212.760,-2.817551E-03, 4.126037E000
1545563222.761,-2.822359E-03, 4.126092E000
1545563232.765,-2.841591E-03, 4.126073E000
1545563242.761,-2.827167E-03, 4.126037E000
1545563252.760,-2.827167E-03, 4.126037E000
1545563262.761,-2.831975E-03, 4.126055E000
1545563272.761,-2.831975E-03, 4.126055E000
1545563282.761,-2.831975E-03, 4.126037E000
1545563292.761,-2.822359E-03, 4.126019E000
1545563302.766,-2.827167E-03, 4.126073E000
1545563312.760,-2.836783E-03, 4.126073E000
1545563322.760,-2.856016E-03, 4.126037E000
1545563332.761,-2.812743E-03, 4.126055E000
1545563342.766,-2.836783E-03, 4.126055E000
1545563352.765,-2.822359E-03, 4.126019E000
1545563362.761,-2.836783E-03, 4.126019E000
1545563372.760,-2.846399E-03, 4.126073E000
1545563382.761,-2.827167E-03, 4.126055E000
1545563392.761,-2.817551E-03, 4.126055E000
1545563402.761,-2.836783E-03, 4.126037E000
1545563412.760,-2.841591E-03, 4.126037E000
1545563422.761,-2.856016E-03, 4.126037E000
1545563432.761,-2.836783E-03, 4.126073E000
1545563442.761,-2.827167E-03, 4.126055E000
1545563452.761,-2.836783E-03, 4.126092E000
1545563462.761,-2.860823E-03, 4.126037E000
1545563472.761,-2.822359E-03, 4.126019E000
1545563482.761,-2.836783E-03, 4.126055E000
1545563492.760,-2.836783E-03, 4.126000E000
1545563502.761,-2.841591E-03, 4.126037E000
1545563512.765,-2.836783E-03, 4.126019E000
1545563522.761,-2.812743E-03, 4.126037E000
1545563532.760,-2.841591E-03, 4.125963E000
1545563542.761,-2.817551E-03, 4.126019E000
1545563552.761,-2.822359E-03, 4.125963E000
1545563562.760,-2.841591E-03, 4.126037E000
1545563572.761,-2.846399E-03, 4.126000E000
1545563582.761,-2.827167E-03, 4.126037E000
1545563592.761,-2.846399E-03, 4.125963E000
1545563602.761,-2.822359E-03, 4.125982E000
1545563612.761,-2.817551E-03, 4.125963E000
1545563622.761,-2.822359E-03, 4.126037E000
1545563632.761,-2.836783E-03, 4.126000E000
1545563642.761,-2.841591E-03, 4.126019E000
1545563652.761,-2.836783E-03, 4.126019E000
1545563662.761,-2.817551E-03, 4.126019E000
1545563672.761,-2.827167E-03, 4.125982E000
1545563682.760,-2.812743E-03, 4.125982E000
1545563692.761,-2.831975E-03, 4.126019E000
1545563702.766,-2.836783E-03, 4.125982E000
1545563712.760,-2.836783E-03, 4.126055E000
1545563722.760,-2.827167E-03, 4.126019E000
1545563732.760,-2.827167E-03, 4.125982E000
1545563742.761,-2.846399E-03, 4.125982E000
1545563752.761,-2.812743E-03, 4.126000E000
1545563762.761,-2.822359E-03, 4.125963E000
1545563772.761,-2.817551E-03, 4.125982E000
1545563782.761,-2.841591E-03, 4.125982E000
1545563792.761,-2.860823E-03, 4.125945E000
1545563802.761,-2.856016E-03, 4.126019E000
1545563812.762,-2.841591E-03, 4.125945E000
1545563822.761,-2.831975E-03, 4.125982E000
1545563832.766,-2.822359E-03, 4.125963E000
1545563842.765,-2.822359E-03, 4.125945E000
1545563852.760,-2.836783E-03, 4.125927E000
1545563862.761,-2.831975E-03, 4.125927E000
1545563872.761,-2.841591E-03, 4.125963E000
1545563882.761,-2.822359E-03, 4.125982E000
1545563892.761,-2.827167E-03, 4.125963E000
1545563902.761,-2.827167E-03, 4.125945E000
1545563912.766,-2.846399E-03, 4.125927E000
1545563922.760,-2.836783E-03, 4.125963E000
1545563932.761,-2.827167E-03, 4.125945E000
1545563942.761,-2.807934E-03, 4.125927E000
1545563952.761,-2.836783E-03, 4.125945E000
1545563962.761,-2.836783E-03, 4.125963E000
1545563972.761,-2.817551E-03, 4.125982E000
1545563982.765,-2.817551E-03, 4.125908E000
1545563992.761,-2.817551E-03, 4.125908E000
1545564002.761,-2.827167E-03, 4.125945E000
1545564012.761,-2.822359E-03, 4.125963E000
1545564022.761,-2.841591E-03, 4.125908E000
1545564032.760,-2.812743E-03, 4.125945E000
1545564042.761,-2.846399E-03, 4.125908E000
1545564052.761,-2.827167E-03, 4.125927E000
1545564062.761,-2.836783E-03, 4.125945E000
1545564072.761,-2.836783E-03, 4.125908E000
1545564082.760,-2.846399E-03, 4.125927E000
1545564092.760,-2.836783E-03, 4.125927E000
1545564102.766,-2.836783E-03, 4.125927E000
1545564112.761,-2.856016E-03, 4.125963E000
1545564122.760,-2.841591E-03, 4.125945E000
1545564132.761,-2.827167E-03, 4.125908E000
1545564142.761,-2.822359E-03, 4.125963E000
1545564152.761,-2.860823E-03, 4.125927E000
1545564162.761,-2.836783E-03, 4.125945E000
1545564172.760,-2.827167E-03, 4.125963E000
1545564182.761,-2.827167E-03, 4.125890E000
1545564192.761,-2.856016E-03, 4.125908E000
1545564202.760,-2.812743E-03, 4.125890E000
1545564212.760,-2.831975E-03, 4.125908E000
1545564222.761,-2.817551E-03, 4.125908E000
1545564232.760,-2.841591E-03, 4.125890E000
1545564242.761,-2.827167E-03, 4.125872E000
1545564252.761,-2.836783E-03, 4.125908E000
1545564262.761,-2.827167E-03, 4.125927E000
1545564272.761,-2.827167E-03, 4.125890E000
1545564282.761,-2.831975E-03, 4.125854E000
1545564292.760,-2.846399E-03, 4.125872E000
1545564302.761,-2.851207E-03, 4.125872E000
1545564312.761,-2.836783E-03, 4.125908E000
1545564322.761,-2.841591E-03, 4.125890E000
1545564332.761,-2.836783E-03, 4.125817E000
1545564342.761,-2.817551E-03, 4.125835E000
1545564352.760,-2.836783E-03, 4.125890E000
1545564362.761,-2.827167E-03, 4.125890E000
1545564372.761,-2.841591E-03, 4.125890E000
1545564382.761,-2.822359E-03, 4.125872E000
1545564392.761,-2.836783E-03, 4.125908E000
1545564402.761,-2.817551E-03, 4.125835E000
1545564412.761,-2.822359E-03, 4.125835E000
1545564422.766,-2.846399E-03, 4.125854E000
1545564432.760,-2.836783E-03, 4.125835E000
1545564442.760,-2.860823E-03, 4.125817E000
1545564452.765,-2.822359E-03, 4.125890E000
1545564462.761,-2.841591E-03, 4.125799E000
1545564472.760,-2.836783E-03, 4.125854E000
1545564482.761,-2.841591E-03, 4.125854E000
1545564492.761,-2.831975E-03, 4.125854E000
1545564502.761,-2.827167E-03, 4.125835E000
1545564512.761,-2.836783E-03, 4.125835E000
1545564522.761,-2.846399E-03, 4.125872E000
1545564532.760,-2.827167E-03, 4.125854E000
1545564542.761,-2.831975E-03, 4.125854E000
1545564552.760,-2.836783E-03, 4.125854E000
1545564562.765,-2.827167E-03, 4.125817E000
1545564572.766,-2.827167E-03, 4.125799E000
1545564582.761,-2.836783E-03, 4.125835E000
1545564592.760,-2.836783E-03, 4.125835E000
1545564602.760,-2.812743E-03, 4.125817E000
1545564612.760,-2.827167E-03, 4.125835E000
1545564622.761,-2.836783E-03, 4.125854E000
1545564632.761,-2.827167E-03, 4.125817E000
1545564642.760,-2.841591E-03, 4.125872E000
1545564652.761,-2.827167E-03, 4.125835E000
1545564662.765,-2.822359E-03, 4.125780E000
1545564672.766,-2.831975E-03, 4.125799E000
1545564682.760,-2.831975E-03, 4.125799E000
1545564692.760,-2.831975E-03, 4.125817E000
1545564702.760,-2.822359E-03, 4.125817E000
1545564712.760,-2.836783E-03, 4.125762E000
1545564722.766,-2.841591E-03, 4.125743E000
1545564732.761,-2.822359E-03, 4.125780E000
1545564742.761,-2.803126E-03, 4.125799E000
1545564752.765,-2.831975E-03, 4.125780E000
1545564762.765,-2.846399E-03, 4.125817E000
1545564772.761,-2.831975E-03, 4.125762E000
1545564782.761,-2.812743E-03, 4.125835E000
1545564792.761,-2.822359E-03, 4.125762E000
1545564802.760,-2.817551E-03, 4.125780E000
1545564812.761,-2.822359E-03, 4.125817E000
1545564822.761,-2.841591E-03, 4.125817E000
1545564832.765,-2.812743E-03, 4.125725E000
1545564842.760,-2.846399E-03, 4.125799E000
1545564852.761,-2.807934E-03, 4.125743E000
1545564862.761,-2.841591E-03, 4.125780E000
1545564872.760,-2.827167E-03, 4.125780E000
1545564882.761,-2.817551E-03, 4.125762E000
1545564892.761,-2.836783E-03, 4.125762E000
1545564902.760,-2.831975E-03, 4.125743E000
1545564912.761,-2.836783E-03, 4.125780E000
1545564922.760,-2.831975E-03, 4.125780E000
1545564932.761,-2.822359E-03, 4.125725E000
1545564942.761,-2.817551E-03, 4.125762E000
1545564952.760,-2.822359E-03, 4.125743E000
1545564962.761,-2.836783E-03, 4.125725E000
1545564972.761,-2.836783E-03, 4.125743E000
1545564982.761,-2.851207E-03, 4.125743E000
1545564992.766,-2.856016E-03, 4.125780E000
1545565002.761,-2.851207E-03, 4.125743E000
1545565012.761,-2.827167E-03, 4.125725E000
1545565022.761,-2.831975E-03, 4.125743E000
1545565032.761,-2.836783E-03, 4.125799E000
1545565042.761,-2.836783E-03, 4.125780E000
1545565052.761,-2.827167E-03, 4.125707E000
1545565062.761,-2.803126E-03, 4.125743E000
1545565072.761,-2.831975E-03, 4.125743E000
1545565082.760,-2.841591E-03, 4.125762E000
1545565092.761,-2.836783E-03, 4.125689E000
1545565102.760,-2.822359E-03, 4.125743E000
1545565112.760,-2.817551E-03, 4.125689E000
1545565122.760,-2.831975E-03, 4.125743E000
1545565132.761,-2.817551E-03, 4.125707E000
1545565142.761,-2.836783E-03, 4.125671E000
1545565152.761,-2.831975E-03, 4.125652E000
1545565162.761,-2.822359E-03, 4.125725E000
1545565172.760,-2.831975E-03, 4.125725E000
1545565182.761,-2.817551E-03, 4.125707E000
1545565192.766,-2.812743E-03, 4.125707E000
1545565202.761,-2.817551E-03, 4.125762E000
1545565212.761,-2.827167E-03, 4.125725E000
1545565222.761,-2.831975E-03, 4.125725E000
1545565232.761,-2.822359E-03, 4.125671E000
1545565242.760,-2.836783E-03, 4.125707E000
1545565252.761,-2.831975E-03, 4.125671E000
1545565262.761,-2.812743E-03, 4.125725E000
1545565272.760,-2.831975E-03, 4.125725E000
1545565282.761,-2.812743E-03, 4.125689E000
1545565292.760,-2.827167E-03, 4.125707E000
1545565302.761,-2.827167E-03, 4.125707E000
1545565312.760,-2.822359E-03, 4.125671E000
1545565322.760,-2.841591E-03, 4.125652E000
1545565332.761,-2.822359E-03, 4.125689E000
1545565342.761,-2.846399E-03, 4.125671E000
1545565352.763,-2.803126E-03, 4.125671E000
1545565362.761,-2.827167E-03, 4.125634E000
1545565372.760,-2.827167E-03, 4.125725E000
1545565382.761,-2.836783E-03, 4.125689E000
1545565392.761,-2.822359E-03, 4.125634E000
1545565402.761,-2.856016E-03, 4.125671E000
1545565412.761,-2.836783E-03, 4.125671E000
1545565422.761,-2.846399E-03, 4.125634E000
1545565432.761,-2.817551E-03, 4.125652E000
1545565442.761,-2.836783E-03, 4.125689E000
1545565452.761,-2.851207E-03, 4.125652E000
1545565462.761,-2.822359E-03, 4.125652E000
1545565472.761,-2.831975E-03, 4.125689E000
1545565482.761,-2.827167E-03, 4.125671E000
1545565492.761,-2.822359E-03, 4.125689E000
1545565502.761,-2.831975E-03, 4.125652E000
1545565512.760,-2.831975E-03, 4.125615E000
1545565522.761,-2.831975E-03, 4.125634E000
1545565532.760,-2.822359E-03, 4.125671E000
1545565542.761,-2.817551E-03, 4.125671E000
1545565552.761,-2.827167E-03, 4.125615E000
1545565562.760,-2.831975E-03, 4.125634E000
1545565572.760,-2.836783E-03, 4.125652E000
1545565582.761,-2.831975E-03, 4.125634E000
1545565592.761,-2.831975E-03, 4.125597E000
1545565602.766,-2.822359E-03, 4.125597E000
1545565612.761,-2.812743E-03, 4.125615E000
1545565622.760,-2.836783E-03, 4.125615E000
1545565632.761,-2.836783E-03, 4.125615E000
1545565642.761,-2.841591E-03, 4.125634E000
1545565652.761,-2.817551E-03, 4.125634E000
1545565662.761,-2.812743E-03, 4.125689E000
1545565672.766,-2.827167E-03, 4.125579E000
1545565682.761,-2.836783E-03, 4.125615E000
1545565692.766,-2.822359E-03, 4.125652E000
1545565702.761,-2.836783E-03, 4.125634E000
1545565712.761,-2.827167E-03, 4.125634E000
1545565722.760,-2.836783E-03, 4.125615E000
1545565732.761,-2.822359E-03, 4.125579E000
1545565742.761,-2.831975E-03, 4.125652E000
1545565752.761,-2.827167E-03, 4.125542E000
1545565762.761,-2.827167E-03, 4.125579E000
1545565772.761,-2.807934E-03, 4.125579E000
1545565782.761,-2.831975E-03, 4.125615E000
1545565792.760,-2.822359E-03, 4.125524E000
1545565802.761,-2.831975E-03, 4.125634E000
1545565812.761,-2.846399E-03, 4.125597E000
1545565822.760,-2.827167E-03, 4.125597E000
1545565832.761,-2.812743E-03, 4.125579E000
1545565842.761,-2.812743E-03, 4.125542E000
1545565852.761,-2.807934E-03, 4.125615E000
1545565862.761,-2.822359E-03, 4.125542E000
1545565872.760,-2.817551E-03, 4.125579E000
1545565882.760,-2.817551E-03, 4.125579E000
1545565892.761,-2.798318E-03, 4.125579E000
1545565902.761,-2.822359E-03, 4.125579E000
1545565912.761,-2.827167E-03, 4.125560E000
1545565922.761,-2.812743E-03, 4.125615E000
1545565932.761,-2.812743E-03, 4.125579E000
1545565942.761,-2.812743E-03, 4.125542E000
1545565952.761,-2.827167E-03, 4.125560E000
1545565962.761,-2.827167E-03, 4.125579E000
1545565972.761,-2.836783E-03, 4.125524E000
1545565982.760,-2.831975E-03, 4.125560E000
1545565992.760,-2.812743E-03, 4.125579E000
1545566002.761,-2.836783E-03, 4.125524E000
1545566012.760,-2.836783E-03, 4.125487E000
1545566022.761,-2.836783E-03, 4.125579E000
1545566032.760,-2.836783E-03, 4.125542E000
1545566042.760,-2.831975E-03, 4.125506E000
1545566052.761,-2.817551E-03, 4.125524E000
1545566062.761,-2.831975E-03, 4.125560E000
1545566072.761,-2.827167E-03, 4.125542E000
1545566082.761,-2.827167E-03, 4.125542E000
1545566092.761,-2.817551E-03, 4.125579E000
1545566102.761,-2.827167E-03, 4.125542E000
1545566112.760,-2.817551E-03, 4.125506E000
1545566122.761,-2.851207E-03, 4.125524E000
1545566132.760,-2.836783E-03, 4.125542E000
1545566142.761,-2.822359E-03, 4.125524E000
1545566152.761,-2.831975E-03, 4.125469E000
1545566162.761,-2.822359E-03, 4.125542E000
1545566172.761,-2.831975E-03, 4.125524E000
1545566182.761,-2.831975E-03, 4.125469E000
1545566192.761,-2.831975E-03, 4.125487E000
1545566202.761,-2.822359E-03, 4.125487E000
1545566212.761,-2.831975E-03, 4.125487E000
1545566222.761,-2.831975E-03, 4.125487E000
1545566232.761,-2.822359E-03, 4.125542E000
1545566242.760,-2.836783E-03, 4.125487E000
1545566252.761,-2.841591E-03, 4.125469E000
1545566262.765,-2.831975E-03, 4.125487E000
1545566272.761,-2.822359E-03, 4.125487E000
1545566282.765,-2.817551E-03, 4.125469E000
1545566292.761,-2.817551E-03, 4.125469E000
1545566302.761,-2.836783E-03, 4.125487E000
1545566312.761,-2.831975E-03, 4.125469E000
1545566322.761,-2.803126E-03, 4.125469E000
1545566332.761,-2.817551E-03, 4.125469E000
1545566342.761,-2.822359E-03, 4.125469E000
1545566352.761,-2.822359E-03, 4.125506E000
1545566362.761,-2.817551E-03, 4.125487E000
1545566372.761,-2.822359E-03, 4.125451E000
1545566382.761,-2.822359E-03, 4.125469E000
1545566392.760,-2.827167E-03, 4.125487E000
1545566402.760,-2.822359E-03, 4.125469E000
1545566412.761,-2.817551E-03, 4.125506E000
1545566422.760,-2.827167E-03, 4.125451E000
1545566432.761,-2.807934E-03, 4.125451E000
1545566442.766,-2.822359E-03, 4.125432E000
1545566452.761,-2.836783E-03, 4.125414E000
1545566462.761,-2.836783E-03, 4.125451E000
1545566472.761,-2.817551E-03, 4.125469E000
1545566482.761,-2.841591E-03, 4.125451E000
1545566492.761,-2.841591E-03, 4.125432E000
1545566502.761,-2.836783E-03, 4.125377E000
1545566512.761,-2.831975E-03, 4.125432E000
1545566522.761,-2.817551E-03, 4.125414E000
1545566532.761,-2.822359E-03, 4.125395E000
1545566542.766,-2.851207E-03, 4.125432E000
1545566552.761,-2.836783E-03, 4.125469E000
1545566562.760,-2.812743E-03, 4.125395E000
1545566572.761,-2.831975E-03, 4.125432E000
1545566582.761,-2.812743E-03, 4.125414E000
1545566592.760,-2.827167E-03, 4.125432E000
1545566602.761,-2.831975E-03, 4.125432E000
1545566612.761,-2.831975E-03, 4.125432E000
1545566622.760,-2.836783E-03, 4.125432E000
1545566632.761,-2.822359E-03, 4.125414E000
1545566642.761,-2.831975E-03, 4.125395E000
1545566652.761,-2.822359E-03, 4.125395E000
1545566662.760,-2.831975E-03, 4.125377E000
1545566672.761,-2.812743E-03, 4.125432E000
1545566682.761,-2.817551E-03, 4.125377E000
1545566692.765,-2.827167E-03, 4.125395E000
1545566702.761,-2.827167E-03, 4.125395E000
1545566712.761,-2.827167E-03, 4.125341E000
1545566722.760,-2.827167E-03, 4.125377E000
1545566732.761,-2.827167E-03, 4.125395E000
1545566742.761,-2.831975E-03, 4.125414E000
1545566752.761,-2.841591E-03, 4.125322E000
1545566762.761,-2.841591E-03, 4.125341E000
1545566772.765,-2.836783E-03, 4.125341E000
1545566782.761,-2.803126E-03, 4.125377E000
1545566792.761,-2.831975E-03, 4.125359E000
1545566802.761,-2.822359E-03, 4.125359E000
1545566812.761,-2.827167E-03, 4.125359E000
1545566822.760,-2.841591E-03, 4.125322E000
1545566832.761,-2.846399E-03, 4.125414E000
1545566842.761,-2.827167E-03, 4.125377E000
1545566852.761,-2.831975E-03, 4.125322E000
1545566862.765,-2.803126E-03, 4.125322E000
1545566872.761,-2.841591E-03, 4.125322E000
1545566882.761,-2.841591E-03, 4.125395E000
1545566892.760,-2.841591E-03, 4.125377E000
1545566902.763,-2.827167E-03, 4.125359E000
1545566912.761,-2.822359E-03, 4.125341E000
1545566922.765,-2.822359E-03, 4.125322E000
1545566932.761,-2.846399E-03, 4.125377E000
1545566942.761,-2.831975E-03, 4.125359E000
1545566952.761,-2.812743E-03, 4.125359E000
1545566962.761,-2.822359E-03, 4.125322E000
1545566972.760,-2.822359E-03, 4.125341E000
1545566982.760,-2.807934E-03, 4.125341E000
1545566992.760,-2.836783E-03, 4.125322E000
1545567002.765,-2.836783E-03, 4.125341E000
1545567012.761,-2.831975E-03, 4.125341E000
1545567022.761,-2.827167E-03, 4.125304E000
1545567032.761,-2.836783E-03, 4.125341E000
1545567042.761,-2.812743E-03, 4.125304E000
1545567052.761,-2.822359E-03, 4.125304E000
1545567062.761,-2.817551E-03, 4.125395E000
1545567072.766,-2.822359E-03, 4.125377E000
1545567082.761,-2.827167E-03, 4.125322E000
1545567092.761,-2.817551E-03, 4.125322E000
1545567102.761,-2.822359E-03, 4.125322E000
1545567112.761,-2.817551E-03, 4.125341E000
1545567122.766,-2.822359E-03, 4.125304E000
1545567132.761,-2.831975E-03, 4.125286E000
1545567142.761,-2.822359E-03, 4.125322E000
1545567152.761,-2.822359E-03, 4.125304E000
1545567162.760,-2.836783E-03, 4.125304E000
1545567172.761,-2.846399E-03, 4.125322E000
1545567182.761,-2.822359E-03, 4.125341E000
1545567192.761,-2.827167E-03, 4.125286E000
1545567202.760,-2.827167E-03, 4.125304E000
1545567212.761,-2.846399E-03, 4.125286E000
1545567222.760,-2.807934E-03, 4.125268E000
1545567232.761,-2.827167E-03, 4.125304E000
1545567242.761,-2.822359E-03, 4.125304E000
1545567252.761,-2.856016E-03, 4.125322E000
1545567262.766,-2.831975E-03, 4.125249E000
1545567272.766,-2.856016E-03, 4.125268E000
1545567282.761,-2.822359E-03, 4.125304E000
1545567292.761,-2.822359E-03, 4.125304E000
1545567302.762,-2.822359E-03, 4.125268E000
1545567312.761,-2.836783E-03, 4.125268E000
1545567322.760,-2.822359E-03, 4.125286E000
1545567332.760,-2.812743E-03, 4.125268E000
1545567342.761,-2.827167E-03, 4.125268E000
1545567352.761,-2.822359E-03, 4.125231E000
1545567362.761,-2.812743E-03, 4.125268E000
1545567372.760,-2.803126E-03, 4.125249E000
1545567382.761,-2.817551E-03, 4.125286E000
1545567392.761,-2.831975E-03, 4.125268E000
1545567402.761,-2.822359E-03, 4.125286E000
1545567412.760,-2.827167E-03, 4.125249E000
1545567422.760,-2.812743E-03, 4.125268E000
1545567432.760,-2.812743E-03, 4.125231E000
1545567442.760,-2.836783E-03, 4.125249E000
1545567452.766,-2.827167E-03, 4.125249E000
1545567462.761,-2.841591E-03, 4.125268E000
1545567472.761,-2.831975E-03, 4.125268E000
1545567482.761,-2.836783E-03, 4.125231E000
1545567492.760,-2.836783E-03, 4.125212E000
1545567502.760,-2.831975E-03, 4.125212E000
1545567512.760,-2.803126E-03, 4.125212E000
1545567522.760,-2.841591E-03, 4.125212E000
1545567532.760,-2.846399E-03, 4.125249E000
1545567542.760,-2.822359E-03, 4.125231E000
1545567552.761,-2.827167E-03, 4.125212E000
1545567562.761,-2.793510E-03, 4.125249E000
1545567572.761,-2.817551E-03, 4.125212E000
1545567582.761,-2.827167E-03, 4.125194E000
1545567592.761,-2.807934E-03, 4.125212E000
1545567602.761,-2.846399E-03, 4.125176E000
1545567612.761,-2.831975E-03, 4.125194E000
1545567622.766,-2.831975E-03, 4.125176E000
1545567632.761,-2.812743E-03, 4.125212E000
1545567642.761,-2.827167E-03, 4.125194E000
1545567652.766,-2.807934E-03, 4.125157E000
1545567662.761,-2.817551E-03, 4.125194E000
1545567672.761,-2.846399E-03, 4.125176E000
1545567682.760,-2.831975E-03, 4.125212E000
1545567692.761,-2.831975E-03, 4.125176E000
1545567702.761,-2.827167E-03, 4.125212E000
1545567712.761,-2.851207E-03, 4.125157E000
1545567722.760,-2.836783E-03, 4.125103E000
1545567732.765,-2.817551E-03, 4.125121E000
1545567742.761,-2.827167E-03, 4.125194E000
